,course_name,description,url,clean_text
472,RISC-V Toolchain and Compiler Optimization Techniques,Develop a working knowledge of the internals of compiler toolchains and compiler optimization techniques with a focus on RISC-V applications.,https://www.classcentral.com/course/computer-programming-the-linux-foundation-risc-v--58737,develop work knowledge internal compil toolchain compiler optimization technique focus risc v application
473,Getting Started with Self-Sovereign Identity,"Gain a solid foundation on self-sovereign identity (SSI) with a 360 degree overview of its evolutionary journey, key concepts, standards, technological building blocks, use cases, real-world examples and implementation considerations.",https://www.classcentral.com/course/computer-programming-the-linux-foundation-getting-104398,gain solid foundation self sovereign identity ssi degree overview evolutionary journey key concept standard technological building block use case real world example implementation consideration
474,Computer Applications in Business,"Explore essential computer applications for business, covering word processing, presentations, spreadsheets, and database management. Gain practical skills for creating professional documents, analyzing data, and managing information effectively.",https://www.classcentral.com/course/swayam-computer-applications-in-business-291813,explore essential computer application business cover word processing presentation spreadsheet database management gain practical skill create professional document analyze datum manage information effectively
475,Teach teens computing: How computers work,"Explore the fundamentals of computing: computer architecture, binary logic, data processing, circuits &amp; more.",https://www.classcentral.com/course/computer-programming-raspberry-pi-foundation-how--201608,explore fundamental computing computer architecture binary logic datum processing circuit amp
476,Responsible & Safe AI Systems,"Explore ethical, social, and safety aspects of AI systems. Learn about algorithmic transparency, fairness, interpretability, and potential risks. Develop critical thinking skills for responsible AI development and deployment.",https://www.classcentral.com/course/swayam-responsible-safe-ai-systems-292751,explore ethical social safety aspect ai system learn algorithmic transparency fairness interpretability potential risk develop critical thinking skill responsible ai development deployment
477,Architecture 2001: x86-64 OS Internals,"Explore x86-64 OS internals, covering privilege separation, hardware requirements, and foundational concepts for understanding Windows, Linux, BSD, and macOS systems.",https://www.classcentral.com/course/independent-architecture-2001-x86-64-os-internals-66465,explore os internal cover privilege separation hardware requirement foundational concept understand windows linux bsd macos system
480,Computer Science for Cybersecurity,"Master computer science fundamentals and cybersecurity skills to anticipate, prevent, and manage sophisticated threats in a world of increasing data breaches and hacking incidents.",https://www.classcentral.com/course/harvardx-computer-science-for-cybersecurity-436119,master computer science fundamental cybersecurity skill anticipate prevent manage sophisticated threat world increase data breach hack incident
481,Computer Science for Databases using SQL,"Dive into computer science fundamentals and database development with SQL, learning algorithmic thinking, problem-solving, data relationships, normalization, and search optimization using real-world datasets.",https://www.classcentral.com/course/harvardx-computer-science-for-databases-using-sql-436120,dive computer science fundamental database development sql learn algorithmic thinking problem solve datum relationship normalization search optimization use real world dataset
482,Stanford Seminar - How Not to Generate Random Numbers,Explore common pitfalls in cryptographic random number generation and their real-world implications for security systems and digital certificates.,https://www.classcentral.com/course/youtube-stanford-seminar-how-not-to-generate-random-numbers-110037,explore common pitfall cryptographic random number generation real world implication security system digital certificate
483,Finding Fairness - Incorporating Societal Values in Computer Algorithms,"Exploring algorithmic fairness and privacy in computer science, addressing concerns about incorporating societal values into technology as it increasingly impacts our lives.",https://www.classcentral.com/classroom/youtube-finding-fairness-cynthia-dwork-radcliffe-institute-179716,explore algorithmic fairness privacy computer science address concern incorporate societal value technology increasingly impact life
484,Human-Computer Interaction I: Fundamentals & Design Principles,"Learn the principles of Human-Computer Interaction to create intuitive, usable interfaces, with established design principles like feedback cycles, direct manipulation, affordances, signifiers, and more.",https://www.classcentral.com/course/human-computer-interaction-the-georgia-institute--14444,learn principle human computer interaction create intuitive usable interface establish design principle like feedback cycle direct manipulation affordance signifier
485,Computer Science 101,"Demystify computers and coding through hands-on experiments. Learn essential concepts like hardware, software, internet, and digital media. Gain practical understanding of computer science fundamentals.",https://www.classcentral.com/course/cs101-375,demystify computer code hand experiment learn essential concept like hardware software internet digital medium gain practical understanding computer science fundamental
486,Applied Machine Learning in Python,"Learn applied machine learning techniques using Python, from clustering to predictive modeling, with a focus on practical implementation and evaluation using scikit-learn.",https://www.classcentral.com/course/python-machine-learning-6673,learn apply machine learn technique use python cluster predictive modeling focus practical implementation evaluation use scikit learn
487,"Stanford Seminar - MIPS Open, Wave Computing","Explore MIPS Open architecture, its components, features, and benefits. Learn about virtualization, multi-threading, and SIMD in this comprehensive seminar on open-source processor technology.",https://www.classcentral.com/course/youtube-stanford-seminar-mips-open-wave-computing-108741,explore mips open architecture component feature benefit learn virtualization multi threading simd comprehensive seminar open source processor technology
488,Stanford Seminar - Safe Passwords Made Easy to Use,"Explore innovative password security techniques, including passphrases and the Cue-Pin-Select algorithm, to enhance authentication while improving user experience and memorability.",https://www.classcentral.com/course/youtube-stanford-seminar-safe-passwords-made-easy-to-use-108762,explore innovative password security technique include passphrase cue pin select algorithm enhance authentication improve user experience memorability
489,Computational Memory - A Stepping-Stone to Non-Von Neumann Computing?,"Explore computational memory as a potential alternative to traditional computing, covering in-memory computing, resistive memory devices, and applications in AI and data processing.",https://www.classcentral.com/course/youtube-stanford-seminar-computational-memory-a-stepping-stone-to-non-von-neumann-computing-108766,explore computational memory potential alternative traditional computing cover memory computing resistive memory device application ai datum processing
490,Stanford Seminar - An Architect's Point of View on Emerging Technologies,"Explore emerging technologies in computing from an architect's perspective, covering Moore's Law, scaling challenges, new devices, memories, 3D integration, and architectural simulation tools.",https://www.classcentral.com/course/youtube-stanford-seminar-an-architect-s-point-of-view-on-emerging-technologies-108768,explore emerge technology computing architect perspective cover moore law scale challenge new device memory integration architectural simulation tool
491,Stanford Seminar - The Quest for Low Storage Latency Changes Everything,"Explore advancements in storage technology, focusing on reducing latency through media and platform improvements, including NVMe, 3D Xpoint, and persistent memory.",https://www.classcentral.com/course/youtube-stanford-seminar-the-quest-for-low-storage-latency-changes-everything-108771,explore advancement storage technology focus reduce latency medium platform improvement include nvme xpoint persistent memory
492,Stanford Seminar - The REX Neo Architecture - An Energy Efficient New Processor Architecture,"Explore the innovative REX Neo Architecture, a groundbreaking approach to processor design that prioritizes energy efficiency and computational performance in modern computing systems.",https://www.classcentral.com/course/youtube-stanford-seminar-the-rex-neo-architecture-an-energy-efficient-new-processor-architecture-110014,explore innovative rex neo architecture groundbreaking approach processor design prioritize energy efficiency computational performance modern computing system
493,Stanford Seminar - Time Traveling Hardware and Software Systems,"Explore time-traveling concepts in hardware and software systems, focusing on parallelism, dependencies, coherence, and concurrency control in modern computing architectures.",https://www.classcentral.com/course/youtube-stanford-seminar-time-traveling-hardware-and-software-systems-110017,explore time travel concept hardware software system focus parallelism dependency coherence concurrency control modern computing architecture
494,Dynamic Code Optimization and the NVIDIA Denver Processor,"Explore dynamic code optimization and NVIDIA Denver processor architecture, covering pipeline design, performance, and CPU design philosophies in this Stanford seminar.",https://www.classcentral.com/course/youtube-stanford-seminar-dynamic-code-optimization-and-the-nvidia-denver-processor-110041,explore dynamic code optimization nvidia denver processor architecture cover pipeline design performance cpu design philosophy stanford seminar
495,Stanford Seminar - Applying Theory to Practice and Practice to Theory,"Explore the synergy between theoretical concepts and practical applications in computer science, emphasizing collaboration and innovative problem-solving techniques.",https://www.classcentral.com/course/youtube-stanford-seminar-applying-theory-to-practice-and-practice-to-theory-110043,explore synergy theoretical concept practical application computer science emphasize collaboration innovative problem solve technique
496,Stanford Seminar - Instruction Sets Should Be Free- The Case for RISC-V,"Explore the case for RISC-V as a free and open instruction set architecture, its benefits, design principles, and potential impact on computing and processor development.",https://www.classcentral.com/course/youtube-stanford-seminar-instruction-sets-should-be-free-the-case-for-risc-v-110050,explore case risc v free open instruction set architecture benefit design principle potential impact computing processor development
497,Instruction Execution on the Mill CPU,This is one of the series of talks about the mill architecture. The Mill is a family of CPU designs. The Mill has a 10x single-thread power/performance gain over conventional out of order superscalar architectures.,https://www.classcentral.com/course/youtube-stanford-seminar-instruction-execution-on-the-mill-cpu-110059,series talk mill architecture mill family cpu design mill single thread power performance gain conventional order superscalar architecture
498,Stanford Seminar - Finding the Great Problems,"Barbara Liskov discusses her pioneering career in computer science, from early influences to groundbreaking research in programming languages and distributed systems, while reflecting on challenges and ethical considerations in technology.",https://www.classcentral.com/classroom/youtube-stanford-seminar-finding-the-great-problems-191816,barbara liskov discuss pioneer career computer science early influence groundbreake research programming language distribute system reflect challenge ethical consideration technology
499,Introduction to Image Processing,"Learn essential image processing techniques using MATLAB, including loading, adjusting, segmenting, and enhancing digital images for analysis. Apply skills to real-world scenarios like satellite imagery.",https://www.classcentral.com/course/introduction-image-processing-62895,learn essential image processing technique use matlab include loading adjust segment enhance digital image analysis apply skill real world scenario like satellite imagery
500,Interfacing with the Arduino,"Learn to interface Arduino with sensors and actuators, convert analog/digital signals, use shields and libraries for real-world applications, and connect your IoT device to the Internet.",https://www.classcentral.com/course/interface-with-arduino-4325,learn interface arduino sensor actuator convert analog digital signal use shield library real world application connect iot device internet
501,Intelligenza Artificiale,"Il corso multidisciplinare che affronta il tema dell’intelligenza artificiale dal punto di vista scientifico, tecnico, etico, sociale, economico, filosofico e culturale.",https://www.classcentral.com/course/independent-intelligenza-artificiale-48047,il corso multidisciplinare che affronta il tema artificiale dal punto di vista scientifico tecnico etico sociale economico filosofico e culturale
502,Binary & Decimal Number System,Learn to convert between binary and decimal number systems with hands-on examples and implementations. Gain practical skills in number system conversions essential for computer science and programming.,https://www.classcentral.com/classroom/youtube-binary-decimal-number-system-142484,learn convert binary decimal number system hand example implementation gain practical skill number system conversion essential computer science programming
503,Visualizing Data with 7-Segment Displays,"Explore data visualization using 7-segment displays, covering binary-to-decimal conversion, Boolean algebra, and the double dabble algorithm for efficient number representation in digital systems.",https://www.classcentral.com/classroom/youtube-visualizing-data-with-7-segment-displays-126336,explore datum visualization use segment display cover binary decimal conversion boolean algebra double dabble algorithm efficient number representation digital system
504,Learn CSS in 3 Hours - Cascading Style Sheets for Beginners,"Comprehensive introduction to CSS fundamentals, covering selectors, colors, backgrounds, borders, layout, fonts, and links for web design beginners.",https://www.classcentral.com/classroom/youtube-learn-css-in-3-hours-cascading-style-sheets-for-beginners-189932,comprehensive introduction css fundamental cover selector color background border layout font link web design beginner
505,IT in everyday life,"We now live in a global village where distance is no longer a barrier to commercial or social contact. This free course, IT in everyday life, will enable you to gain an understanding of the ...",https://www.classcentral.com/course/openlearn-science-maths-technology-it-everyday-life-96061,live global village distance long barrier commercial social contact free course everyday life enable gain understanding
506,Prompt Engineering with OpenAI's GPT-3 and Other LLMs,"Learn effective prompt engineering techniques for GPT-3 and other LLMs. Explore anatomy, temperature, few-shot training, external information, and context windows to enhance AI-generated outputs.",https://www.classcentral.com/classroom/youtube-prompt-engineering-with-openai-s-gpt-3-and-other-llms-126224,learn effective prompt engineering technique llms explore anatomy temperature shot training external information context window enhance ai generate output
507,Stanford - Human-Computer Interaction Seminar Series,Learn about the latest development in tech in the CS547 seminar series from Standford,https://www.classcentral.com/course/youtube-stanford-cs547-human-computer-interaction-seminar-series-107766,learn late development tech seminar series standford
508,Stanford Seminar - Efficient and Resilient Systems in the Cognitive Era,"Explore efficient and resilient systems for cognitive computing, covering swarm intelligence, sensor fusion, hardware optimization, and energy efficiency in the context of IBM's research.",https://www.classcentral.com/course/youtube-stanford-seminar-efficient-and-resilient-systems-in-the-cognitive-era-108763,explore efficient resilient system cognitive computing cover swarm intelligence sensor fusion hardware optimization energy efficiency context ibm research
509,Stanford Seminar: Computational Ecosystems,"Explore computational ecosystems as integrative solutions for complex challenges, focusing on community-informed planning and developing regulation skills in research environments.",https://www.classcentral.com/course/youtube-stanford-seminar-computational-ecosystems-110006,explore computational ecosystem integrative solution complex challenge focus community inform planning develop regulation skill research environment
510,What Actually Happens in Computer Science Studies?,"Einblick in Inhalte, Struktur und Anforderungen eines Informatikstudiums. Hilfreiche Informationen für Interessierte zur Entscheidungsfindung und Vorbereitung auf das Studium.",https://www.classcentral.com/classroom/youtube-was-passiert-eigentlich-im-informatikstudium-206785,einblick inhalte struktur und anforderungen eine informatikstudiums hilfreiche informationen für interessierte zur entscheidungsfindung und vorbereitung auf das studium
511,Introducción a ChatGPT.¡Impulsa tu productividad al máximo usando inteligencia artificial!,"Aprende a utilizar ChatGPT para aumentar tu productividad laboral, desde redacción y traducción hasta programación y planificación. Descubre sus ventajas, limitaciones y cómo hacer prompts efectivos.",https://www.classcentral.com/course/chatgpt-universitat-politecnica-de-valencia-intro-207633,aprende utilizar chatgpt para aumentar tu productividad laboral desde redacción y traducción hasta programación y planificación descubre sus ventajas limitacione y cómo hacer prompt efectivos
512,Principles of Computing (Part 2),"Explore computational principles, data structures, recursion, and algorithmic thinking through hands-on Python projects, preparing you for advanced problem-solving in computer science.",https://www.classcentral.com/course/principlescomputing2-3198,explore computational principle datum structure recursion algorithmic thinking hand python project prepare advanced problem solve computer science
513,Algorithmic Thinking (Part 1),"Explore algorithmic efficiency and graph theory, implementing key algorithms in Python to analyze real-world data sets. Develop problem-solving skills beyond specific programming languages.",https://www.classcentral.com/course/algorithmicthink1-1725,explore algorithmic efficiency graph theory implement key algorithm python analyze real world data set develop problem solve skill specific programming language
514,"Unix Tools: Data, Software and Production Engineering","Grow from being a Unix novice to Unix wizard status! Process big data, analyze software code, run DevOps tasks and excel in your everyday job through the amazing power of the Unix shell and command-line tools.",https://www.classcentral.com/course/unix-delft-university-of-technology-unix-tools-da-18180,grow unix novice unix wizard status process big datum analyze software code run devops task excel everyday job amazing power unix shell command line tool
515,Introduction to Computers - Stanford University,"Comprehensive exploration of computer fundamentals, covering hardware, networks, web development, programming, security, and emerging technologies. Ideal for beginners seeking a solid foundation in computer science.",https://www.classcentral.com/course/youtube-stanford-cs105-introduction-to-computers-full-course-107758,comprehensive exploration computer fundamental cover hardware network web development programming security emerge technology ideal beginner seek solid foundation computer science
516,Introduction to the Theory of Computing - Stanford,"Explore fundamental concepts of theoretical computer science, including automata, computability, and complexity theory, with practical applications and algorithmic fairness.",https://www.classcentral.com/classroom/youtube-cs154-stanford-introduction-to-the-theory-of-computing-107760,explore fundamental concept theoretical computer science include automata computability complexity theory practical application algorithmic fairness
517,GGP Course Videos,"Comprehensive video series on General Game Playing, covering game description, management, playing strategies, and advanced topics like heuristic search and Monte Carlo methods.",https://www.classcentral.com/classroom/youtube-ggp-course-videos-107769,comprehensive video series general game playing cover game description management playing strategy advanced topic like heuristic search monte carlo method
518,"Theory of Computation, Fall 2020","Explore computability and complexity theory with MIT's in-depth course. Covers automata, Turing machines, undecidability, NP-completeness, and advanced topics in computational theory.",https://www.classcentral.com/classroom/youtube-mit-18-404j-theory-of-computation-fall-2020-90333,explore computability complexity theory mit depth course cover automata ture machine undecidability np completeness advanced topic computational theory
519,Introduction to EECS I,"Integrated introduction to electrical engineering and computer science, covering software engineering, linear systems, electronic circuits, and decision-making through lectures and recitations.",https://www.classcentral.com/classroom/youtube-mit-6-01sc-introduction-to-eecs-i-90334,integrated introduction electrical engineering computer science cover software engineering linear system electronic circuit decision making lecture recitation
521,Mastering Recommender Systems,"Explore top strategies for building effective e-commerce recommendation systems, featuring insights from Kaggle Grandmasters on candidate generation, reranking, and model ensembling techniques.",https://www.classcentral.com/classroom/youtube-grandmaster-series-mastering-recommender-systems-184298,explore strategy build effective e commerce recommendation system feature insight kaggle grandmasters candidate generation reranking model ensemble technique
522,The Nature of Code,"Explore programming strategies for simulating natural systems, covering physics, fractals, genetic algorithms, and more using p5.js. Learn to create digital worlds inspired by nature's unpredictable properties.",https://www.classcentral.com/course/kadenze-the-nature-of-code-3777,explore programming strategy simulate natural system cover physic fractal genetic algorithm use learn create digital world inspire nature unpredictable property
523,Learn Computer Science Online,"Comprehensive online program covering CS fundamentals to advanced topics. Features interactive coding, explanations, problem-solving, and community support for aspiring programmers.",https://www.classcentral.com/course/learncs-online-learn-computer-science-online-99171,comprehensive online program cover cs fundamental advanced topic feature interactive coding explanation problem solve community support aspire programmer
524,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","Enhance deep learning skills: master hyperparameter tuning, regularization, optimization, and TensorFlow implementation for improved neural network performance and systematic results generation.",https://www.classcentral.com/course/deep-neural-network-9054,enhance deep learning skill master hyperparameter tuning regularization optimization tensorflow implementation improved neural network performance systematic result generation
525,Software Processes and Agile Practices,"This course delves into a variety of processes to structure software development. It also covers the foundations of core Agile practices, such as Extreme Programming and Scrum.",https://www.classcentral.com/course/software-processes-and-agile-practices-4187,course delve variety process structure software development cover foundation core agile practice extreme programming scrum
526,Sequence Models,"Master sequence models for NLP tasks, including RNNs, LSTMs, and transformers. Apply these techniques to speech recognition, language modeling, and machine translation.",https://www.classcentral.com/course/nlp-sequence-models-9055,master sequence model nlp task include rnn lstm transformer apply technique speech recognition language modeling machine translation
527,Operating Systems and You: Becoming a Power User,"Master Windows and Linux: file management, user permissions, software installation, disk partitioning, process control, and remote access. Gain practical skills for effective IT support and troubleshooting.",https://www.classcentral.com/course/os-power-user-10221,master windows linux file management user permission software installation disk partitioning process control remote access gain practical skill effective support troubleshooting
528,Aplicaciones de la Teoría de Grafos a la Vida Real (I),Aprenderemos a modelizar problemas del mundo real mediante su representación con grafos y a resolverlos mediante sus algoritmos asociados.,https://www.classcentral.com/course/math-universitat-politecnica-de-valencia-aplicaci-3639,aprenderemos modelizar problemas del mundo real mediante su representación con grafos y resolverlos mediante sus algoritmos asociado
529,Locality Sensitive Hashing for Search with Shingling + MinHashing - Python,"Learn efficient similarity search using Locality Sensitive Hashing (LSH) with shingling and MinHashing techniques in Python. Explore implementation steps, from data preprocessing to LSH tuning, for approximate nearest neighbor search.",https://www.classcentral.com/classroom/youtube-locality-sensitive-hashing-lsh-for-search-with-shingling-minhashing-python-126247,learn efficient similarity search use locality sensitive hashing lsh shingle minhashing technique python explore implementation step datum preprocesse lsh tuning approximate near neighbor search
530,Super Useful CSS Properties That Don't Get Enough Attention,"Discover five underappreciated CSS properties that enhance web design: isolation, inset, counters, filters, and contain. Learn their practical applications and browser support.",https://www.classcentral.com/classroom/youtube-5-super-useful-css-properties-that-don-t-get-enough-attention-160404,discover underappreciated css property enhance web design isolation inset counter filter contain learn practical application browser support
531,Has Opens Up New Possibilities With CSS,"Explore the game-changing :has() pseudo-class in CSS, unlocking new possibilities for theming, modal interactions, form design, element counting, and conditional styling.",https://www.classcentral.com/classroom/youtube-has-opens-up-new-possibilities-with-css-160410,explore game change pseudo class css unlock new possibility theme modal interaction form design element counting conditional styling
532,Supercharge Your CSS with Open Props,"Explore Open Props to enhance CSS with pre-built custom properties. Learn setup, customization, typography, and responsive design for efficient styling and improved workflow.",https://www.classcentral.com/classroom/youtube-supercharge-your-css-with-open-props-160415,explore open props enhance css pre build custom property learn setup customization typography responsive design efficient styling improve workflow
533,CSS Features Released in 2023 - A Comprehensive Overview,"Comprehensive overview of CSS features released in 2023, covering new selectors, color functions, layout techniques, and more. Includes demos and explanations to help developers stay current with the latest CSS capabilities.",https://www.classcentral.com/classroom/youtube-keeping-up-with-css-the-features-released-in-2023-271222,comprehensive overview css feature release cover new selector color function layout technique include demo explanation help developer stay current late css capability
534,Five Easy and Fun CSS Effects,"Learn five creative CSS effects to enhance your web design skills, including text animations, stylish dividers, fancy links, and eye-catching button designs.",https://www.classcentral.com/classroom/youtube-five-easy-and-fun-css-effects-276967,learn creative css effect enhance web design skill include text animation stylish divider fancy link eye catch button design
535,Embracing New CSS Patterns for Better Solutions,"Explore innovative CSS techniques to enhance your coding skills, challenging familiar patterns and embracing new methods for improved web development practices.",https://www.classcentral.com/classroom/youtube-don-t-let-familiarity-hold-you-back-278206,explore innovative css technique enhance coding skill challenge familiar pattern embrace new method improved web development practice
536,Choosing the Right CSS Unit - A Flowchart Guide,"Comprehensive guide to selecting appropriate CSS units, covering positioning, font sizes, spacing, and layout. Includes a practical flowchart and in-depth explanations for various scenarios.",https://www.classcentral.com/classroom/youtube-this-flowchart-will-help-you-pick-the-right-css-unit-270899,comprehensive guide select appropriate css unit cover positioning font size spacing layout include practical flowchart depth explanation scenario
537,"Creating a Clean, Modern Navigation with HTML and CSS","Learn to create a modern, clean navigation using HTML and CSS, with step-by-step guidance on layout, styling, and animation techniques for an enhanced user interface.",https://www.classcentral.com/classroom/youtube-create-a-clean-modern-navigation-with-html-css-277165,learn create modern clean navigation use html css step step guidance layout styling animation technique enhance user interface
538,Build Custom Interfaces Using CSS Open Props,"Discover how to create stunning interfaces and animations using CSS Open Props, a versatile design system. Learn implementation techniques, color management, and advanced features like gradients and masks.",https://www.classcentral.com/classroom/youtube-build-custom-interfaces-using-css-open-props-193189,discover create stunning interface animation use css open props versatile design system learn implementation technique color management advanced feature like gradient mask
539,"CSS Fonts, Text and Color Properties - Tutorial 19","Explore CSS fonts, text, and color properties to enhance web design. Learn about font styles, line height, letter spacing, text decorations, and color implementation for visually appealing websites.",https://www.classcentral.com/classroom/youtube-css-fonts-text-color-properties-sigma-web-development-course-tutorial-19-261315,explore css font text color property enhance web design learn font style line height letter spacing text decoration color implementation visually appeal website
540,True Parallax with CSS-Only - Creating Scroll-Based Animations,"Learn to create true parallax effects using CSS-only techniques, leveraging scroll-timeline for complete control over layer speeds without JavaScript. Explore HTML setup, CSS stacking, and animation application.",https://www.classcentral.com/classroom/youtube-true-parallax-with-css-only-is-now-possible-263595,learn create true parallax effect use css technique leverage scroll timeline complete control layer speed javascript explore html setup css stacking animation application
541,Creative CSS Layout - Modern Techniques and Tools,"Explore modern CSS layout techniques, including flexbox, Grid, aspect-ratio, and logical properties. Learn creative solutions for common challenges and upcoming features like subgrid and container queries.",https://www.classcentral.com/classroom/youtube-creative-css-layout-michelle-barker-css-day-2022-251296,explore modern css layout technique include flexbox grid aspect ratio logical property learn creative solution common challenge upcoming feature like subgrid container query
542,Fundamentals of Digital Image and Video Processing,"Learn to process digital images and videos using mathematical frameworks and state-of-the-art techniques. Covers enhancement, recovery, compression, and segmentation, with emphasis on practical applications and modern tools.",https://www.classcentral.com/course/digital-724,learn process digital image video use mathematical framework state art technique cover enhancement recovery compression segmentation emphasis practical application modern tool
543,AI for Clinical Trials and Precision Medicine - Ruishan Liu,"Explores AI's potential to enhance clinical trial efficiency and generate precision medicine hypotheses, focusing on inclusive trial designs and quantifying cancer therapy effectiveness for specific mutations.",https://www.classcentral.com/classroom/youtube-ai-for-clinical-trials-and-precision-medicine-ruishan-liu-132489,explores ai potential enhance clinical trial efficiency generate precision medicine hypothesis focus inclusive trial design quantify cancer therapy effectiveness specific mutation
544,Software Development Process,"Software Development Processes explores requirements engineering, architecture and design, testing, and software quality in general.",https://www.classcentral.com/course/udacity-software-development-process-2335,software development processes explore requirement engineering architecture design testing software quality general
545,6.00x: Introduction to Computer Science and Programming,6.00x is an introduction to using computation to solve real problems. The course is aimed at students with little or no prior programming experience who have a desire (or at least a need) to understand computational approaches to problem solving.,https://www.classcentral.com/course/edx-6-00x-introduction-to-computer-science-and-programming-446,introduction use computation solve real problem course aim student little prior programming experience desire need understand computational approach problem solving
546,Introduction to Large Language Models,"Explore large language models, their applications, and prompt tuning techniques. Learn to develop Gen AI apps using Google tools in this concise introduction.",https://www.classcentral.com/course/introduction-to-large-language-models-199879,explore large language model application prompt tuning technique learn develop gen ai app use google tool concise introduction
547,Building Web Applications in PHP,"Explore web application structure, request/response cycle, HTML, PHP basics, CSS, and database integration. Gain practical skills for dynamic web development.",https://www.classcentral.com/course/web-applications-php-9566,explore web application structure request response cycle html php basic css database integration gain practical skill dynamic web development
548,数据结构基础,"掌握经典数据结构和算法,运用于解决实际问题。学习线性表、栈队列、树图等,培养程序设计和结构层次设计能力,为成为优秀程序员打基础。",https://www.classcentral.com/course/spdsalgo-2761,掌握经典数据结构和算法 培养程序设计和结构层次设计能力 为成为优秀程序员打基础
549,Hardware,"Comprehensive guide to building a computer from scratch, covering hardware components, assembly, and Windows installation for software developers.",https://www.classcentral.com/classroom/youtube-hardware-92210,comprehensive guide build computer scratch cover hardware component assembly windows installation software developer
550,Foundation of Scientific Computing,"Explore the fundamentals of scientific computing through a comprehensive series of lectures, covering essential concepts and techniques for computational problem-solving in scientific research.",https://www.classcentral.com/classroom/youtube-foundation-of-scientific-computing-92358,explore fundamental scientific computing comprehensive series lecture cover essential concept technique computational problem solve scientific research
551,Cloud Computing Concepts: Part 2,"Explore distributed computing concepts for cloud systems, including MapReduce, NoSQL, scalability, and trending areas. Implement core techniques in C++ through hands-on exercises.",https://www.classcentral.com/course/cloudcomputing2-2942,explore distribute computing concept cloud system include mapreduce nosql scalability trend area implement core technique hand exercise
553,Introduction to Machine Learning with Pytorch,Introduction to Machine Learning with Pytorch,https://www.classcentral.com/course/udacity-intro-to-machine-learning-nanodegree--nd229-18201,introduction machine learning pytorch
554,Applied Cryptography,"Cryptography is present in everyday life, from paying with a credit card to using the telephone.  Learn all about making and breaking puzzles in computing.",https://www.classcentral.com/course/udacity-applied-cryptography-326,cryptography present everyday life pay credit card use telephone learn break puzzle computing
555,How To Create a Website in a Weekend! (Project-Centered Course),"Design, build, and publish a basic website with text, sound, images, hyperlinks, plug-ins, and social media interactivity using WordPress. Learn domain setup, layout design, and mobile optimization.",https://www.classcentral.com/course/how-to-create-a-website-5815,design build publish basic website text sound image hyperlink plug social medium interactivity use wordpress learn domain setup layout design mobile optimization
556,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,"Learn to program and develop IoT devices using Raspberry Pi and Python. Set up the environment, run Linux, write and debug code, and control hardware through GPIO pins.",https://www.classcentral.com/course/raspberry-pi-platform-4334,learn program develop iot device use raspberry pi python set environment run linux write debug code control hardware gpio pin
557,Introducción a la programación en C: Funciones y punteros,"En este curso aprenderás cómo hacer programas modulares a través de funciones y punteros en el lenguaje de programación C, uno de los más utilizados.",https://www.classcentral.com/course/c-programming-universidad-autonoma-de-madrid-intr-12158,en este curso aprenderás cómo hacer programas modulare través de funciones y punteros en el lenguaje de programación c uno de los más utilizados
558,The Unix Workbench,"Explore Unix tools and command line interfaces, learn Bash programming, version control with Git, and cloud computing basics. Gain essential skills for software development and efficient computing.",https://www.classcentral.com/course/unix-8866,explore unix tool command line interface learn bash programming version control git cloud compute basic gain essential skill software development efficient computing
560,How to Do CS Theory - Lecture 1b: Research Tips for Theoretical Computer Science,"Insights and tips for aspiring theoretical computer science researchers, covering research methods, paper writing, presentation skills, and essential resources in the field.",https://www.classcentral.com/classroom/youtube-how-to-do-cs-theory-at-cmu-lecture-1b-of-cs-theory-toolkit-137787,insight tip aspire theoretical computer science researcher cover research method paper writing presentation skill essential resource field
561,How to Program - Computer Science & Python Coding for Beginners - Variables: Operations/Input/Output,"Learn Python programming basics, including variables, operations, input/output. Gain problem-solving skills and insights into device control through hands-on coding exercises and real-life examples.",https://www.classcentral.com/classroom/youtube-how-to-program-computer-science-python-coding-for-beginners-variables-operations-input-output-145473,learn python programming basic include variable operation input output gain problem solve skill insight device control hand code exercise real life example
562,Computer Modelling for Molecular Science – With Sir Richard Catlow,"Explore how high-performance computer simulations revolutionize scientific understanding, from molecular behavior to planetary-scale hypotheses, with applications in crystallography, materials science, and battery technology.",https://www.classcentral.com/classroom/youtube-computer-modelling-for-molecular-science-with-sir-richard-catlow-145519,explore high performance computer simulation revolutionize scientific understanding molecular behavior planetary scale hypothesis application crystallography material science battery technology
563,Solving Real World Data Science Problems With Python - Computer Vision Edition,"Learn to build and improve convolutional neural networks for computer vision tasks using Python, TensorFlow, and Keras. Explore data augmentation, preprocessing, and network architecture optimization techniques.",https://www.classcentral.com/classroom/youtube-solving-real-world-data-science-problems-with-python-computer-vision-edition-141205,learn build improve convolutional neural network computer vision task use python tensorflow keras explore datum augmentation preprocessing network architecture optimization technique
564,Migrations - The Hardest Actual Problem in Computer Science,"Explore strategies for successful software migrations, including lessons from DoorDash, techniques for changing always-on systems, and approaches to minimize pain and disruption in engineering teams.",https://www.classcentral.com/classroom/youtube-migrations-the-hardest-actual-problem-in-computer-science-matt-ranney-yow-2022-193345,explore strategy successful software migration include lesson doordash technique change system approach minimize pain disruption engineering team
